,Status,ActivityCompleted,nps_score,Comments,Sentiment,Device Type,Browser,Comments_spell_checked,Comments_spell_checked_textblob_polarity_score,Comments_spell_checked_txtblob_polarity,Comments_spell_checked_txtblob_polarity_subjectivity
2715,Complete,2022-09-15,5.0,Ease of use.,Positive,Mobile,Chrome Mobile,Ease of use.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2719,Complete,2022-09-15,5.0,It showed me what I was looking for and showed it without much effort -- not many clicks,Positive,Mobile,Chrome Mobile,It showed me what I was looking for and showed it without much effort -- not many clicks,"Sentiment(polarity=-0.024999999999999994, subjectivity=0.35)",-0.024999999999999994,0.35
2720,Complete,2022-09-15,5.0,Easy to use,Positive,Mobile,Chrome Mobile,Easy to use,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
2726,Complete,2022-09-15,5.0,Easy to navigate,Positive,Desktop,Chrome,Easy to navigate,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
2727,Complete,2022-09-15,5.0,Dry easy to navigate and find what I’m looking for,Positive,Mobile,Google App,Dry easy to navigate and find what I’m looking for,"Sentiment(polarity=0.18333333333333335, subjectivity=0.7166666666666667)",0.18333333333333335,0.7166666666666667
2728,Complete,2022-09-15,1.0,"The map takes too long to open, it times out too quickly, and it doesn't allow me to span out as far as needed when searching for equipment outside the dirt store. The old map better served my needs. Thank you!",Negative,Desktop,Chrome,"The map takes too long to open, it times out too quickly, and it doesn't allow me to span out as far as needed when searching for equipment outside the dirt store. The old map better served my needs. Thank you!","Sentiment(polarity=0.15833333333333335, subjectivity=0.45)",0.15833333333333335,0.45
2729,Complete,2022-09-15,4.0,"Easy to search and select equipment.
Would like to reserve and begin the rental process online.",Positive,Mobile,Safari mobile,Easy to search and select equipment. Would like to reserve and begin the rental process online.,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
2730,Complete,2022-09-15,1.0,"Hard to find details, frustrating trying to navigate when the bottons to add an item or select locations don’t load. Going to have to just call",Negative,Mobile,Safari mobile,"Hard to find details, frustrating trying to navigate when the buttons to add an item or select locations don’t load. Going to have to just call","Sentiment(polarity=-0.3458333333333333, subjectivity=0.7208333333333333)",-0.3458333333333333,0.7208333333333333
2735,Complete,2022-09-15,5.0,Cause,Negative,Mobile,Chrome Mobile,Cause,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2736,Complete,2022-09-15,4.0,Very thorough,Positive,Mobile,Android WebView,Very thorough,"Sentiment(polarity=0.2, subjectivity=0.3)",0.2,0.3
2737,Complete,2022-09-15,4.0,Site freezes up,Negative,Mobile,Chrome Mobile,Site freezes up,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2740,Complete,2022-09-15,4.0,Before I was able to see he who he PCM was and OSR,Neutral,Desktop,Microsoft Edge,Before I was able to see he who he CM was and SR,"Sentiment(polarity=0.5, subjectivity=0.625)",0.5,0.625
2741,Complete,2022-09-15,1.0,can't get into my account.,Negative,Desktop,Microsoft Edge,can't get into my account.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2743,Complete,2022-09-15,3.0,it was a bit confusing why it wouldn't accept my location selection.,Negative,Desktop,Chrome,it was a bit confusing why it wouldn't accept my location selection.,"Sentiment(polarity=-0.3, subjectivity=0.4)",-0.3,0.4
2744,Complete,2022-09-15,5.0,Works Great!!,Positive,Desktop,Chrome,Works Great!!,"Sentiment(polarity=1.0, subjectivity=0.75)",1.0,0.75
2746,Complete,2022-09-15,5.0,EASY TO USE,Positive,Desktop,Microsoft Edge,EAS To SE,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2748,Complete,2022-09-15,5.0,Very knowledgeable and caring person,Positive,Mobile,Safari mobile,Very knowledgeable and caring person,"Sentiment(polarity=0.2, subjectivity=0.3)",0.2,0.3
2751,Complete,2022-09-15,5.0,Very easy application,Positive,Desktop,Chrome,Very easy application,"Sentiment(polarity=0.5633333333333334, subjectivity=1.0)",0.5633333333333334,1.0
2754,Complete,2022-09-15,5.0,Your team members all go the extra mile yo accommodate our needs.,Positive,Desktop,Chrome,Your team members all go the extra mile yo accommodate our needs.,"Sentiment(polarity=0.0, subjectivity=0.1)",0.0,0.1
2755,Complete,2022-09-15,3.0,"i USE IT ALL DAY ON AND OFF. IF I DON'T USE IT FOR A CERTAIN AMOUNT OF TIME, IT MAKES ME SIGN BACK IN. IT DOES GET ANNOYING TO HAVE TO SIGN BACK IN TEN TIMES A DAY.",Negative,Desktop,Microsoft Edge,"i SE In ALL DAY Of AND FF. In I ON'T SE In OR A CERTAIN AMOUNT Of TIME, In MAKE M IGN BACK In. In DOES ET ANNOYING To AVE To IGN BACK In EN TIMES A DAY.","Sentiment(polarity=-0.14642857142857144, subjectivity=0.3678571428571429)",-0.14642857142857144,0.3678571428571429
2758,Complete,2022-09-15,5.0,Friendly and responsive,Positive,Mobile,Safari mobile,Friendly and responsive,"Sentiment(polarity=0.375, subjectivity=0.5)",0.375,0.5
2759,Complete,2022-09-15,5.0,Ease of navigation and good product descriptions.,Positive,Desktop,Firefox,Ease of navigation and good product descriptions.,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.7,0.6000000000000001
2761,Complete,2022-09-15,5.0,Access to good information on the items my company rents....including when things have been returned.,Positive,Desktop,Chrome,Access to good information on the items my company rents....including when things have been returned.,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.7,0.6000000000000001
2762,Complete,2022-09-15,3.0,"transferred me to the ""right store""... rang several times and hung up....twice.",Negative,Desktop,Microsoft Edge,"transferred me to the ""right store""... rang several times and hung up....twice.","Sentiment(polarity=0.14285714285714285, subjectivity=0.26785714285714285)",0.14285714285714285,0.26785714285714285
2763,Complete,2022-09-15,4.0,I don't like that you can't more easily find existing job sites.,Negative,Desktop,Chrome,I don't like that you can't more easily find existing job sites.,"Sentiment(polarity=0.4666666666666667, subjectivity=0.6666666666666667)",0.4666666666666667,0.6666666666666667
2765,Complete,2022-09-15,2.0,all open invoices are not posted,Neutral,Desktop,Microsoft Edge,all open invoices are not posted,"Sentiment(polarity=0.0, subjectivity=0.5)",0.0,0.5
2766,Complete,2022-09-15,1.0,on hold and listened to the same info 50 times that f*** insane! and doesnt make me want to stay on hold!!!!!,Negative,Desktop,Chrome,on hold and listened to the same info 50 times that f*** insane! and doesnt make me want to stay on hold!!!!!,"Sentiment(polarity=-0.5, subjectivity=0.5625)",-0.5,0.5625
2771,Complete,2022-09-15,1.0,Website spun and can't navigate anywhere,Negative,Desktop,Chrome,Website spun and can't navigate anywhere,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2774,Complete,2022-09-15,3.0,because it did not let me reset my password,Negative,Desktop,Chrome,because it did not let me reset my password,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2775,Complete,2022-09-15,1.0,It's terrible!,Negative,Desktop,Chrome,It's terrible!,"Sentiment(polarity=-1.0, subjectivity=1.0)",-1.0,1.0
2782,Complete,2022-09-15,1.0,"It is not intuitive at all!  I will need to call to finish the process.  It wont allow you to pick up and return on the same day (Saturday), and Sunday isn't an option to return so it's trying to force me to rent it through Monday which is double the price.  Super annoying.",Negative,Desktop,Chrome,"It is not intuitive at all! I will need to call to finish the process. It wont allow you to pick up and return on the same day (Saturday), and Sunday isn't an option to return so it's trying to force me to rent it through Monday which is double the price. Super annoying.","Sentiment(polarity=-0.11666666666666668, subjectivity=0.42291666666666666)",-0.11666666666666668,0.42291666666666666
2785,Complete,2022-09-15,5.0,Easy to navigate and find what we need,Positive,Tablet,Google App,Easy to navigate and find what we need,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
2786,Complete,2022-09-15,2.0,Website won't load. Can see pictures to accurately pick an equipment.,Negative,Mobile,Mobile Samsung Browser,Website won't load. Can see pictures to accurately pick an equipment.,"Sentiment(polarity=0.4000000000000001, subjectivity=0.6333333333333334)",0.4000000000000001,0.6333333333333334
2788,Complete,2022-09-15,5.0,"all info here, easy to navigate",Positive,Desktop,Chrome,"all info here, easy to navigate","Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
2790,Complete,2022-09-15,1.0,Your website is consistently extremely slow to load.,Negative,Desktop,Chrome,Your website is consistently extremely slow to load.,"Sentiment(polarity=-0.30000000000000004, subjectivity=0.39999999999999997)",-0.30000000000000004,0.39999999999999997
2791,Complete,2022-09-15,4.0,The equipment was not available the days that I needed it,Negative,Mobile,Chrome Mobile,The equipment was not available the days that I needed it,"Sentiment(polarity=-0.2, subjectivity=0.4)",-0.2,0.4
2794,Complete,2022-09-15,5.0,EASY TO USE,Positive,Desktop,Chrome,EAS To SE,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2796,Complete,2022-09-15,5.0,Great information,Positive,Mobile,Safari mobile,Great information,"Sentiment(polarity=0.8, subjectivity=0.75)",0.8,0.75
2797,Complete,2022-09-15,1.0,It is embarrassing when i have to sit here for long periods of time waiting for it to move from page to page or to log on. The customers are quite annoyed.,Negative,Desktop,Chrome,It is embarrassing when i have to sit here for long periods of time waiting for it to move from page to page or to log on. The customers are quite annoyed.,"Sentiment(polarity=-0.225, subjectivity=0.6000000000000001)",-0.225,0.6000000000000001
2800,Complete,2022-09-15,3.0,Little cumbersome to navigate.  Would like to be able to schedule pickup of rentals in advance instead of same day.,Negative,Desktop,Firefox,Little cumbersome to navigate. Would like to be able to schedule pickup of rentals in advance instead of same day.,"Sentiment(polarity=0.10416666666666667, subjectivity=0.4166666666666667)",0.10416666666666667,0.4166666666666667
2801,Complete,2022-09-15,5.0,So easy to use and any/all information I need is right here!,Positive,Desktop,Chrome,So easy to use and any/all information I need is right here!,"Sentiment(polarity=0.3952380952380952, subjectivity=0.6845238095238095)",0.3952380952380952,0.6845238095238095
2802,Complete,2022-09-15,5.0,I expected it would be long and drawn out to create an account online in order to rent a boom lift quickly.  I am pleasantly suprised at how quick and easy it was.  Took me less than 10 minutes!  Yay!  Go SUNBELT!,Positive,Desktop,Chrome,I expected it would be long and drawn out to create an account online in order to rent a boom lift quickly. I am pleasantly surprised at how quick and easy it was. Took me less than 10 minutes! Yay! Go SUNBELT!,"Sentiment(polarity=0.06519097222222224, subjectivity=0.5166666666666667)",0.06519097222222224,0.5166666666666667
2803,Complete,2022-09-15,3.0,Needed to call to get a question answered.,Negative,Desktop,Firefox,Needed to call to get a question answered.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2807,Complete,2022-09-15,5.0,Great navigation through website and pricing is available online.,Positive,Desktop,Chrome,Great navigation through website and pricing is available online.,"Sentiment(polarity=0.6000000000000001, subjectivity=0.575)",0.6000000000000001,0.575
2808,Complete,2022-09-15,3.0,"Functionality. Can’t choose same day return.  Then when I chose later date, it tells me the location has been edited to fit my schedule. Doesn’t show the edit, or let me proceed. Very frustrating.",Negative,Mobile,Safari mobile,"Functionality. Can’t choose same day return. Then when I chose later date, it tells me the location has been edited to fit my schedule. Doesn’t show the edit, or let me proceed. Very frustrating.","Sentiment(polarity=-0.03, subjectivity=0.38125)",-0.03,0.38125
2809,Complete,2022-09-15,1.0,cant place an order for rentals,Negative,Desktop,Chrome,cant place an order for rentals,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2812,Complete,2022-09-15,1.0,It is junk,Negative,Desktop,Microsoft Edge,It is junk,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2813,Complete,2022-09-15,1.0,The invoices are confusing and illegible for customers.,Negative,Desktop,Chrome,The invoices are confusing and illegible for customers.,"Sentiment(polarity=-0.3, subjectivity=0.4)",-0.3,0.4
2817,Complete,2022-09-15,2.0,The site is hard to work with,Negative,Desktop,Chrome,The site is hard to work with,"Sentiment(polarity=-0.2916666666666667, subjectivity=0.5416666666666666)",-0.2916666666666667,0.5416666666666666
2820,Complete,2022-09-15,5.0,Fast,Positive,Mobile,Safari mobile,Fast,"Sentiment(polarity=0.2, subjectivity=0.6)",0.2,0.6
2821,Complete,2022-09-15,5.0,You have a great sale rep and I hope that the sunbelt team can live up to his expectations,Positive,Mobile,Safari mobile,You have a great sale rep and I hope that the sunbelt team can live up to his expectations,"Sentiment(polarity=0.4681818181818182, subjectivity=0.625)",0.4681818181818182,0.625
2822,Complete,2022-09-15,5.0,Good,Positive,Mobile,Safari mobile,Good,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.7,0.6000000000000001
2825,Complete,2022-09-15,1.0,your invoices link is not allowng me to get to see my invices and I cannot submit payment online,Negative,Desktop,Chrome,your invoices link is not allowing me to get to see my invites and I cannot submit payment online,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2828,Complete,2022-09-15,5.0,Ease of use,Positive,Mobile,Safari mobile,Ease of use,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2832,Complete,2022-09-15,4.0,"I kept using the address from the pull down menu provided once I typed in ‘Kearny’, the website kept rejecting that and asking me to use the address from the pull down menu.  🤷‍♂️

Otherwise, I found what I wanted.",Negative,Mobile,Safari mobile,"I kept using the address from the pull down menu provided once I typed in ‘Kearny’, the website kept rejecting that and asking me to use the address from the pull down menu. 🤷‍♂️ Otherwise, I found what I wanted.","Sentiment(polarity=-0.15555555555555559, subjectivity=0.2888888888888889)",-0.15555555555555559,0.2888888888888889
2833,Complete,2022-09-15,3.0,Mainly 1 thing - the website is not aware of the available inventory at the store. Someone from the store may call me and tell me that the equipment that I just reserved is not available. This is pretty much a horrible short-coming.,Negative,Desktop,Chrome,Mainly 1 thing - the website is not aware of the available inventory at the store. Someone from the store may call me and tell me that the equipment that I just reserved is not available. This is pretty much a horrible short-coming.,"Sentiment(polarity=-0.08472222222222221, subjectivity=0.5638888888888889)",-0.08472222222222221,0.5638888888888889
